date,AET,ANDV,APC,BBT,CELG,CSRA,DWDP,JEC,KORS,RHT,SCG,SNI,SYMC,TMK,TWX,UTX,VIAB,WCG
2017-10-04,162.69,105.12,49.42,25.25,146.52,31.98,70.45,58.448,47.53,112.74,48.42,38.4,33.25,26.88,103.1,117.63,28.14,174.09
2017-10-05,160.77,105.36,49.05,25.19,140.01,31.62,70.97,58.638,47.61,115.52,48.43,38.85,33.7,27.01,103.24,118.17,27.3,172.1
2017-10-06,160.76,105.99,48.64,25.09,139.21,31.35,71.22,58.808,47.48,117.06,48.36,38.05,33.92,26.75,103.3,118.23,27.15,174.04
2017-10-09,157.72,106.66,48.86,25.01,139.27,31.67,71.68,58.229,47.3,117.07,48.8,36.95,32.63,26.89,103.35,118.63,25.42,170.75
2017-10-10,155.6,106.33,48.41,25.09,139.69,31.86,71.57,58.209,47.56,118.35,49.11,36.85,31.59,26.9125,103.35,118.12,25.56,167.68
2017-10-11,156.3,106.42,48.39,25.2,139.56,31.03,71.62,57.86,47.0,119.37,49.58,37.05,31.61,26.94,103.38,117.75,25.21,170.56
2017-10-12,154.49,105.68,47.73,25.13,138.5,31.38,71.4,58.52,47.65,120.91,49.6,36.9,31.9,26.95,101.45,118.82,24.57,168.31
2017-10-13,153.06,105.37,47.79,25.28,136.46,31.38,71.43,58.55,47.77,121.1,49.85,37.05,32.36,27.05,100.94,118.72,26.0,168.64
2017-10-16,151.44,103.82,48.45,25.15,136.71,31.24,70.93,59.0,48.62,120.89,49.17,37.35,32.06,27.035,101.12,119.01,26.26,167.92
2017-10-17,155.9,104.45,48.9,25.12,138.86,31.11,70.88,58.23,48.99,121.12,49.13,38.0,32.01,26.9,101.46,119.36,26.57,174.03
2017-10-18,157.43,104.32,48.77,25.14,137.17,31.18,70.78,58.17,49.13,120.69,49.13,38.0,32.15,26.8114,101.48,119.18,25.82,176.04
2017-10-19,157.64,104.95,48.67,25.17,135.96,31.25,70.89,58.3,48.84,121.6,48.65,38.3,32.33,26.95,102.2,119.49,26.53,177.24
2017-10-20,160.84,106.56,49.01,25.3,121.33,31.73,71.18,58.82,49.95,121.8,49.04,38.85,32.66,27.29,101.83,120.93,26.7,180.52
2017-10-23,161.47,105.85,48.1,25.3,122.37,31.59,71.55,58.34,49.44,122.13,48.35,38.35,32.22,27.14,101.33,120.89,26.31,181.36
2017-10-24,160.08,106.75,48.05,25.22,120.34,31.54,71.86,58.59,49.8,121.28,48.29,38.5,32.36,27.2185,100.5,119.74,25.65,177.59
2017-10-25,160.12,104.9,47.68,25.128,119.56,31.85,71.09,58.08,49.73,120.22,47.57,38.0,32.18,27.08,98.72,118.99,25.48,179.48
2017-10-26,178.6,104.75,47.69,25.2,99.99,31.84,73.05,58.73,49.76,120.29,47.83,38.25,31.86,26.93,98.97,119.93,25.3,182.27
2017-10-27,173.12,105.74,48.81,25.2,98.17,31.56,72.54,58.71,49.02,120.77,46.5,37.6,32.09,27.09,98.79,119.07,24.66,186.0
2017-10-30,171.23,104.92,48.69,25.2251,100.97,31.85,71.68,58.46,48.8,121.1,45.91,36.8,32.41,27.1,98.49,119.83,24.23,181.18
2017-10-31,170.03,106.24,49.37,25.39,100.97,31.99,72.31,58.21,48.81,120.83,43.14,37.7,32.5,27.19,98.29,119.76,24.03,197.74
2017-11-01,171.8,109.21,50.14,25.46,100.53,32.02,73.32,58.29,48.48,121.26,42.63,37.55,32.16,27.1916,98.39,120.12,24.78,200.91
2017-11-02,172.32,109.73,49.39,25.48,98.2,31.87,72.04,58.74,47.93,120.99,42.01,37.4,29.38,26.98,94.7,121.46,23.4,200.93
2017-11-03,176.99,110.17,49.51,25.4566,100.04,31.34,71.16,59.29,47.62,121.64,41.67,37.2,29.875,26.98,93.28,121.07,23.27,206.5
2017-11-06,176.95,111.57,51.83,25.3,101.67,31.75,70.24,61.11,54.62,121.08,43.9,36.8,28.9,26.94,94.46,120.39,24.18,205.11
2017-11-07,176.83,111.28,51.08,25.42,102.3,31.73,71.14,60.93,54.64,121.92,44.53,35.8,28.68,26.99,94.66,120.75,24.78,202.4
2017-11-08,175.44,111.14,51.16,25.42,101.65,29.56,70.81,61.12,53.95,123.92,43.23,35.65,29.02,27.05,88.5,120.28,24.295,202.85
2017-11-09,172.53,107.0,51.4,25.11,102.46,29.03,70.23,60.28,54.53,123.5,44.6,38.7,28.59,26.96,87.05,118.37,24.78,200.66
2017-11-10,175.12,107.2,51.11,25.07,102.34,28.82,69.97,60.03,54.71,124.18,43.94,39.75,28.35,26.88,90.6,118.11,24.89,200.55
